,msd_mean,msd_std,disr_score,cluster
9374,1.399733,0.2381158,-0.15920448,0
9375,3.0730321,1.0649468,3.3471844,1
9376,3.0414908,0.69514465,0.12546968,1
9377,1.7231166,0.3237873,-0.39841497,0
9378,5.7434764,2.7282484,6.521616,1
9379,9.758858,2.9694443,0.02808857,1
9380,1.0064734,0.19802532,0.2656939,1
9381,1.6505092,0.4917353,1.1990728,1
9382,1.8433722,0.54959726,0.71326876,1
9383,3.28449,0.851255,-1.490289,0
9384,3.265655,1.4941983,3.5646317,1
9385,9.901928,4.6374316,14.798581,1
9386,4.161491,0.99243003,1.9545612,1
9387,4.0554256,1.0379952,-0.38294554,1
9388,3.6311848,0.9744893,3.135317,1
9389,2.2011604,0.9405873,1.3403139,1
9390,9.3240385,2.2650266,-2.9505186,0
9391,2.4338784,0.3617346,-0.53057814,0
9392,5.6530585,4.418622,13.187033,1
9393,3.288276,0.7572726,-0.17435288,0
9394,4.6429844,1.4402397,2.7633858,1
9395,7.487895,2.2692463,1.4454432,1
9396,4.2393794,1.2092458,1.8227108,1
9397,2.6773736,0.57311064,0.43237972,1
9398,1.4385962,0.434577,-0.644861,0
9399,1.8165869,0.26686946,-0.56627977,0
9400,6.5441184,4.377777,9.500639,1
9401,1.317404,0.35311592,-0.2647797,0
9402,3.8688614,0.7268416,-0.9025624,0
9403,5.1654487,3.2932692,10.773856,1
9404,1.3681124,0.41238293,0.583743,1
9405,2.9232013,0.67037475,0.3129766,1
9406,4.2265115,1.5074118,-0.40544748,1
9407,3.812851,1.020526,-3.2029865,0
9408,2.2489612,0.5656158,-0.38906622,0
9409,2.3779497,0.53283626,-1.2812524,0
9410,4.8785105,1.8974284,4.187699,1
9411,2.6698198,0.50746053,0.042084932,1
9412,1.6479533,0.45680156,0.4273877,1
9413,4.3274193,1.218469,-2.5480986,0
9414,6.0467153,2.0226443,1.0189352,1
9415,7.5019045,3.4739685,7.845546,1
9416,5.160541,1.2863685,0.805491,1
9417,4.9936085,1.4920584,2.7567463,1
9418,5.1979184,2.7104433,5.817221,1
9419,2.044451,0.55403274,0.89571846,1
9420,1.6918043,0.28442928,-0.24636793,0
9421,2.5618882,0.84273124,2.877528,1
9422,4.4044027,2.135879,2.4935582,1
9423,3.7077925,1.2073822,1.3820286,1
9424,1.8244241,0.300681,-0.16760719,0
9425,2.4084847,0.3825621,-0.37723136,0
9426,2.7548296,0.90833044,2.3874109,1
9427,8.343512,2.225936,0.18161583,1
9428,2.284631,0.6603683,0.48924148,1
9429,1.5549004,0.21613388,0.19431114,0
9430,4.7574244,1.6035441,1.4847281,1
9431,2.4517438,0.5323048,-0.5874866,0
9432,2.8922875,0.49152783,-0.35547686,0
9433,1.5574359,0.26689598,0.52087307,1
9434,2.3766577,0.5652736,1.0437016,1
9435,5.122735,2.3548088,5.006323,1
9436,2.7884743,0.6143079,-1.3525267,0
9437,4.781105,1.7958393,2.235107,1
9438,3.2297719,0.7196516,1.6894104,1
9439,6.627691,3.1640549,8.637699,1
9440,4.65263,1.7871354,1.6828337,1
9441,3.3879294,2.0615869,6.012979,1
9442,2.7183404,0.6071743,-0.6514106,0
9443,2.399493,0.44090405,-0.6980628,0
9444,4.801349,1.671149,0.71692276,1
9445,1.6482143,0.21937649,-0.080931425,0
9446,4.315651,1.471648,3.8823662,1
9447,1.6646059,0.3179152,0.18865073,1
9448,1.2249757,0.20212747,-0.10688543,0
9449,3.8712332,0.894305,-2.2868857,0
9450,2.9395776,0.8954746,1.6111126,1
9451,2.4668357,0.43301803,-0.7254492,0
9452,2.676531,1.0170574,2.3798354,1
9453,2.2880979,0.5607778,0.7610471,1
9454,5.7231064,2.5455353,5.586053,1
9455,3.053156,0.91493523,1.5454512,1
9456,1.9841671,0.36050177,0.11600542,0
9457,2.4276009,0.5964964,-1.1926169,0
9458,1.619812,0.26796383,-0.55265915,0
9459,2.018995,0.3818706,0.1953206,1
9460,2.429638,0.62685907,0.88765717,1
9461,3.187125,0.9165172,0.7228868,1
9462,3.0227332,0.69439006,0.16083431,0
9463,1.8919026,0.4015576,-0.34013557,0
9464,14.896214,7.127979,15.865374,1
9465,1.5798819,0.27551898,-0.50125027,0
9466,1.8053752,0.32716238,-0.6281799,0
9467,3.4639492,0.8850168,-0.19840431,1
9468,2.0015597,0.4663542,0.011871576,1
9469,9.320669,4.6405854,9.026783,1
9470,2.3636312,1.0519897,2.3592572,1
9471,7.0859203,1.615904,2.0709224,1
9472,2.9572115,0.73703736,0.74544716,1
9473,2.1201751,0.29964015,-0.8679904,0
9474,5.639113,1.3135158,-1.8975713,0
9475,1.8018603,0.48750892,1.262117,1
9476,2.6235087,0.6908868,0.4361236,1
9477,2.6524272,1.1303312,2.9391809,1
9478,1.7611045,0.5561007,1.2445862,1
9479,2.0076025,0.32854936,0.36255717,1
9480,2.393298,0.67139125,-0.27434456,0
9481,3.0983448,1.404265,2.7180915,1
9482,3.0789645,0.62254083,0.028190851,0
9483,4.331272,1.099839,-0.49931765,0
9484,1.8633299,0.4019703,-0.6862781,0
9485,1.6615603,0.2550624,0.44782448,1
9486,3.6940527,0.74327636,-0.33461046,0
9487,1.6043338,0.28851426,-0.6501452,0
9488,5.0006075,1.7325892,3.9364433,1
9489,2.0968885,0.3871053,-0.31346822,0
9490,1.8227946,0.58971506,1.3097507,1
9491,4.8863096,1.1129974,0.70705223,1
9492,5.3095865,2.1610622,6.519743,1
9493,4.287667,2.9415557,4.4644604,1
9494,2.411753,0.57175934,-0.35464823,1
9495,2.6687963,0.6058351,0.7763777,1
9496,3.1645563,0.94236904,1.1904383,1
9497,4.3154564,1.6100852,1.5667601,1
9498,3.5805743,0.75061643,-1.327423,0
9499,8.109604,4.06493,3.2267346,1
9500,4.443578,2.1045344,6.2761526,1
9501,3.511887,2.4212048,6.9379673,1
9502,5.3645916,2.098705,3.138019,1
9503,3.877316,1.670962,4.257654,1
9504,1.7061856,0.3762649,-0.35518396,0
9505,3.6746244,1.180192,-2.1391735,0
9506,2.4415932,0.55502635,-0.09532428,1
9507,8.253086,4.4328055,10.101555,1
9508,1.8376646,0.6886122,1.2169096,1
9509,3.1402025,0.95689034,1.6880836,1
9510,4.569267,1.2786856,0.6465571,1
9511,1.6531523,0.5624836,1.3968368,1
9512,2.6992228,0.7623792,0.34964418,1
9513,3.53126,1.5304453,3.4454389,1
9514,1.7733606,0.473443,0.61280656,1
9515,3.0264611,0.7371962,-0.17472053,1
9516,3.0678291,0.7588587,-0.12022066,1
9517,1.3500489,0.21879879,-0.039931536,0
9518,2.4815986,0.9820773,2.3584847,1
9519,2.6625826,0.47022137,-0.32340598,1
9520,5.476145,1.6445347,0.7384808,1
9521,7.412489,4.183274,11.9781,1
9522,4.0084367,1.9595491,4.873145,1
9523,6.5656643,1.5398039,-1.4952188,0
9524,3.3869493,1.1359988,-2.8307142,0
9525,4.882141,2.046657,6.310442,1
9526,3.4740562,0.7125839,-0.15859556,1
9527,2.2085595,0.5189296,0.9845035,1
9528,2.0672626,0.3644305,0.095308304,0
9529,3.3313346,1.0713646,1.4476426,1
9530,4.1550307,1.1965823,1.2438388,1
9531,2.5713,0.47887468,-1.2171608,0
9532,2.6274793,0.72310114,0.033266068,1
9533,8.574781,2.096174,4.719219,1
9534,1.6801144,0.48211598,0.2846663,1
9535,2.1999366,0.45298785,-1.2071745,0
9536,3.0669801,0.77368855,1.0082996,1
9537,1.7295272,0.5463622,1.1007122,1
9538,6.164219,4.152778,13.303626,1
9539,2.8334718,0.50514823,-0.53889036,0
9540,8.741354,4.1546555,13.027509,1
9541,2.3028588,0.5162534,-0.057465076,1
9542,4.6624684,1.5160013,1.8922625,1
9543,2.962106,0.62965816,-0.84392166,0
9544,1.9997445,0.506831,-1.2844533,0
9545,4.6903276,2.6334486,6.6899843,1
9546,1.7346234,0.25985768,-0.35849857,0
9547,4.0832877,0.7708674,-0.2961414,0
9548,2.1221583,0.45290464,0.81769204,1
9549,1.8624688,0.43086883,-0.9304033,0
9550,2.7509453,0.81853086,-2.1789587,0
9551,4.6724133,1.1503088,1.3116746,1
9552,1.9219539,0.3757114,-0.8145242,0
9553,1.9431577,0.4993036,0.20902157,1
9554,2.29941,0.5002082,0.25849962,1
9555,6.1666183,2.6650255,4.363272,1
9556,7.9123793,2.8270197,5.1843557,1
9557,2.0758796,0.942481,2.7344666,1
9558,2.733935,0.8926593,2.6690562,1
9559,2.342755,0.93791753,2.024465,1
9560,5.099196,2.51378,5.667804,1
9561,2.2631028,0.96810794,2.5051591,1
9562,1.8403391,0.4017253,0.6002872,1
9563,2.3392832,0.70389295,-0.57498956,1
9564,2.0987973,0.37454382,0.242324,1
9565,4.886277,1.8627583,4.6481323,1
9566,1.8439484,0.34883142,-0.4443035,0
9567,2.0875847,0.523616,-1.2300957,0
9568,3.5134792,0.8382384,-2.3765798,0
9569,4.11473,1.2012194,2.3887773,1
9570,3.7377884,0.9790972,0.26982832,1
9571,3.2733207,0.7236772,0.55243015,1
9572,2.2949429,0.46986207,-0.17648375,0
9573,2.2490926,0.536667,0.5286491,1
9574,3.0784605,0.964948,1.4997015,1
9575,3.3843045,1.0448525,2.144521,1
9576,2.5456963,1.8700749,5.991253,1
9577,2.3950918,0.47976166,0.95033264,1
9578,3.0799584,0.8797051,0.8355479,1
9579,4.857758,1.109395,1.8215408,1
9580,1.6907057,0.389442,-0.18946695,0
9581,1.5780333,0.4850181,-0.120563865,1
9582,4.641129,1.2490588,-0.6500101,1
9583,2.3732536,0.84976596,1.5676423,1
9584,6.5107408,2.940603,3.9984403,1
9585,1.8915968,0.4393238,-0.6560321,0
9586,2.644707,0.9051806,0.67125106,1
9587,2.505068,0.37695634,-0.31129766,0
9588,3.3471289,0.78912336,1.8891249,1
9589,2.2808983,0.3764504,-0.82419336,0
9590,4.383986,1.3580605,-2.6531303,0
9591,1.2930789,0.37511298,0.8911319,1
9592,3.3739336,0.70121944,-0.4822812,0
9593,2.9065604,0.7571911,-1.5562264,0
9594,2.4492013,0.7811936,2.4198303,1
9595,1.8355938,0.44992208,0.14806211,0
9596,3.2587733,0.86228466,0.46663928,1
9597,7.850429,2.7762291,1.7735462,1
9598,3.042495,0.67391145,-0.8137777,0
9599,1.5838493,0.3249545,0.6368228,1
9600,2.8091083,0.76856613,1.9116502,1
9601,2.597633,0.7394507,-1.6353555,0
9602,2.3973718,0.6137097,-1.2662971,0
9603,5.3250046,1.3788824,3.1755621,1
9604,5.186015,1.2922143,0.8546443,0
9605,1.6016064,0.50624615,-0.8856108,0
9606,1.8000624,0.4124986,0.61540437,1
9607,2.996164,0.9729102,2.2135806,1
9608,1.2298741,0.26369366,-0.53977925,0
9609,1.818607,0.5094642,1.4855282,1
9610,1.5257908,0.33649915,-0.5231055,0
9611,5.1891494,1.7330717,3.17199,1
9612,1.6440363,0.3698623,1.1238511,1
9613,3.7058513,2.3641834,8.048946,1
9614,7.9002323,3.3463566,7.355066,1
9615,6.077932,2.5503805,4.4603715,1
9616,10.10302,3.4389763,4.4684567,1
9617,2.059314,0.5655242,-1.3342674,0
9618,5.1344404,3.0613296,10.150478,1
9619,10.214596,3.735003,3.7171607,1
9620,5.6511593,5.3924212,17.86194,1
9621,1.747664,0.42097864,-0.6594461,0
9622,1.9297568,0.48742646,-0.10714817,1
9623,5.0942764,4.471248,13.13015,1
9624,1.6912824,0.35654783,-0.7161875,0
9625,3.33508,1.1460742,0.6720307,1
9626,2.5802588,0.6895161,-1.8209906,0
9627,3.7426295,1.9417713,5.066834,1
9628,4.2590985,0.9902302,0.8369794,1
9629,2.5174935,0.4842837,0.85342073,1
9630,6.6172156,3.9989038,9.767667,1
9631,4.071866,0.9350812,1.8249564,1
9632,1.4675106,0.3458365,-0.03645575,1
9633,4.0767536,1.7610214,1.5653853,1
9634,1.3787644,0.32995954,0.54466796,1
9635,2.178702,0.520888,-1.2349554,0
9636,2.5080755,0.62649935,0.46810007,0
9637,7.9845276,3.5987525,8.911636,1
9638,5.0331807,0.9156092,-1.4900067,0
9639,9.944181,2.8286772,2.491932,1
9640,2.8237226,0.5083091,-0.9679589,0
9641,4.9210863,1.1296879,-0.23255229,0
9642,2.856907,0.46635443,0.62403226,1
9643,3.2775404,0.96185863,0.25893116,1
9644,12.793362,4.32976,2.795185,1
9645,3.2000332,1.3473401,3.268943,1
9646,1.9499508,0.43104312,-0.85328376,0
9647,1.531151,0.40162876,0.60485613,1
9648,4.3843,1.044305,-1.4560151,0
9649,2.2515345,0.54609895,0.9246707,1
9650,2.9830947,0.49026248,-0.6641443,0
9651,1.4749193,0.2385546,0.15670466,0
9652,6.4685025,2.419159,2.6074648,1
9653,3.8703377,2.4897296,8.543671,1
9654,2.9260943,0.98236614,1.9552845,1
9655,2.9380803,0.8882928,-0.75191045,1
9656,1.7821167,0.4557397,0.44868994,1
9657,8.36475,2.4518416,-2.4748607,0
9658,3.931284,1.5647944,0.26047206,1
9659,1.3695569,0.3305355,0.07452309,1
9660,2.1603932,0.374095,-0.16027284,1
9661,3.7182333,1.0940344,1.5074985,1
9662,3.138538,0.7852393,1.179512,1
9663,6.356093,2.3427467,4.4842024,1
9664,9.554851,2.3923113,0.35432053,1
9665,2.3156035,0.38580635,-0.44200766,0
9666,3.880483,1.6598717,4.3811264,1
9667,2.8123565,0.78556,-1.3407038,0
9668,2.6465762,0.6203344,-0.7185377,0
9669,4.70639,1.5486963,-1.7773656,0
9670,3.7830064,1.0217772,-1.1302328,0
9671,4.022103,1.1293256,0.9239249,1
9672,6.0479035,1.46975,-3.0742438,0
9673,1.9878738,0.4333042,-0.9811053,0
9674,5.641944,3.3179054,9.833021,1
9675,3.4401479,0.76235324,-1.3337383,0
9676,4.0676622,1.9804759,6.1737347,1
9677,2.3876755,0.519413,-1.305053,0
9678,1.9738353,0.34942058,-0.88010037,0
9679,3.4727907,0.6463403,-0.034951925,1
9680,2.8181205,0.61989725,-0.3690288,1
9681,1.7830819,0.37685445,-0.3388381,0
9682,4.483769,1.6978204,3.1788516,1
9683,2.3378723,0.78779125,0.5368266,1
9684,2.589588,0.58319896,-1.5309312,0
9685,3.1975002,0.60344476,0.37441397,1
9686,2.3899565,0.5051389,-0.33418083,0
9687,1.5087326,0.23977761,0.12529337,1
9688,1.5379326,0.23182875,0.049055696,0
9689,3.4382164,1.0645013,-2.2778335,0
9690,2.573579,0.8494598,0.6690755,1
9691,2.4480681,1.3100338,1.3923495,1
9692,3.5414124,1.5891144,5.3726697,1
9693,4.582363,1.0661786,0.7610831,1
9694,1.1904349,0.22031897,-0.3156277,0
9695,1.7151872,0.24780333,-0.13093948,0
9696,4.847752,2.6626277,7.37689,1
9697,10.120502,3.0605268,3.9991093,1
9698,1.6692585,0.32688665,1.038444,1
9699,2.878912,0.66262543,1.343781,1
9700,2.053646,0.79413307,2.1476288,1
9701,2.7750924,0.8246437,1.1586432,1
9702,2.2390363,0.64144295,0.44774532,1
9703,1.1600931,0.19827235,0.35167944,1
9704,2.6836514,0.81600237,1.0420554,1
9705,2.3254337,0.5611495,0.9142866,0
9706,3.870579,0.8810532,-0.20752358,1
9707,1.6115651,0.60271966,1.8815603,1
9708,5.7374024,1.6613033,1.1298051,1
9709,3.3307045,0.717656,0.8382828,0
9710,3.9127107,0.89053845,1.1134934,1
9711,3.8849697,1.2321694,-2.832881,0
9712,4.8131886,1.437434,2.865529,1
9713,2.9571812,1.0198615,1.2491202,1
9714,1.6478305,0.37087813,0.22129071,0
9715,2.0190423,0.779227,1.0023111,1
9716,2.0275285,0.46855852,0.87377954,1
9717,3.2043285,2.1487055,5.380387,1
9718,7.776045,5.3974333,13.705435,1
9719,4.2174125,1.3506513,-3.0347166,0
9720,6.430863,1.3903707,0.8489671,1
9721,3.447454,0.9000756,1.0989654,1
9722,4.720201,1.6695781,0.6433568,1
9723,1.2684684,0.30889034,0.41971326,1
9724,8.261545,3.3062284,6.2239943,1
9725,2.5830007,0.8839952,-2.0221388,0
9726,2.174842,0.33320016,-0.2751453,0
9727,1.5543005,0.28445008,-0.6533636,0
9728,0.95105404,0.23132241,0.33041632,1
9729,2.1772122,0.53973466,1.278919,1
9730,2.1643043,0.51808625,0.83203304,1
9731,2.586933,0.5720368,0.29230475,1
9732,4.6599917,2.152101,6.0542207,1
9733,2.7774599,0.73526436,1.5406666,1
9734,1.972168,0.33582973,-0.5528288,0
9735,4.7991953,1.1878269,-1.7937992,0
9736,3.2062743,0.9554109,1.8121505,1
9737,3.5293505,1.3578949,1.8200371,1
9738,2.3511283,0.4349752,-0.3134334,0
9739,2.7633207,0.8152274,1.1055965,1
9740,1.9971645,0.42235824,-0.17875457,0
9741,3.953391,0.64370406,0.107227564,0
9742,4.538896,1.6755954,3.243573,1
9743,9.183442,4.6538415,9.909676,1
9744,4.488727,2.033854,2.2474067,1
9745,3.5385103,1.0351082,-1.6875503,0
9746,1.6438589,0.34811178,0.8888799,1
9747,5.52471,1.6917399,2.3768926,1
9748,2.704617,0.62286407,-0.9122783,0
9749,3.3214383,0.97030896,0.8343165,1
9750,1.9182063,0.30539167,0.43724895,1
9751,4.8303757,1.4792358,1.0871134,1
9752,2.1545227,0.46524706,0.82225156,1
9753,3.658639,1.267968,0.3852384,1
9754,2.886964,1.3108602,1.926085,1
9755,1.4083112,0.35025883,0.30734336,1
9756,3.7398524,0.7706515,1.2482119,1
9757,6.707137,3.188407,7.5323176,1
9758,4.6969957,1.7250009,1.2408073,1
9759,1.70522,0.6292198,0.3776096,1
9760,2.9369884,1.2199866,2.7339802,1
9761,3.13895,1.7784013,4.7653136,1
9762,4.027135,1.158474,1.1375136,1
9763,4.6945634,1.9548836,3.4408934,1
9764,1.4851127,0.26923025,0.0026779175,0
9765,3.8071525,1.0210961,-0.010899544,1
9766,4.912956,2.0112834,3.9451005,1
9767,4.21196,1.8127241,5.954088,1
9768,1.96775,0.42434195,1.1999791,1
9769,5.7000413,1.6127567,0.066709995,1
9770,3.0615385,1.8495774,3.434932,1
9771,1.5325423,0.28039125,-0.15821743,1
9772,1.488401,0.346637,-0.590278,0
9773,2.266393,0.55244416,-0.93384624,0
9774,3.8216438,1.4464525,-4.319993,0
9775,1.5467114,0.34218392,0.43830538,1
9776,6.40038,1.3837254,-0.74622345,0
9777,3.3242974,0.9338412,1.525928,1
9778,1.6919073,0.39914212,0.938097,1
9779,5.1800714,1.4952506,4.120606,1
9780,2.541157,0.6622456,0.04084325,1
9781,1.7852006,0.34099588,-0.7830231,0
9782,1.2089596,0.21288007,-0.40705305,0
9783,3.3417835,1.5322239,3.5968015,1
9784,3.4153275,1.4573629,2.5300236,1
9785,4.5876675,2.1967943,3.0219307,1
9786,3.6682694,1.7370973,6.082023,1
9787,1.597887,0.2559827,0.23554909,0
9788,3.570668,1.2238444,2.7203307,1
9789,1.6469618,0.4087188,1.1478992,1
9790,6.3911805,3.4317546,9.7749405,1
9791,1.2066003,0.20003308,-0.43711782,0
9792,1.2575886,0.25125226,-0.22552884,0
9793,3.186499,0.51759386,0.34347582,0
9794,3.1500797,1.2324442,2.587806,1
9795,2.806678,0.6942299,-1.516821,0
9796,8.83984,3.8626683,2.7893128,1
9797,6.284209,3.9492984,10.241987,1
9798,6.700783,3.5965445,9.328275,1
9799,2.505303,1.4414145,3.968368,1
9800,3.1537886,1.1822597,1.5672457,1
9801,2.8064978,0.99173754,2.2386346,1
9802,2.9633224,0.49365872,-0.7464473,0
9803,1.2392479,0.24542005,0.42349005,1
9804,1.5851668,0.4467571,0.64081883,1
9805,4.2660785,0.7864455,-0.234797,0
9806,2.586118,0.590954,-0.7208718,0
9807,4.780666,3.5433395,9.326059,1
9808,5.463281,2.3632433,3.378406,1
9809,1.8718462,0.4313003,-1.3874105,0
9810,2.4742343,0.35803413,0.39343548,0
9811,1.6916997,0.38833746,0.4821185,1
9812,3.204275,1.0629107,0.8849399,1
9813,6.4327674,2.8521,4.048111,1
9814,3.6839871,1.2172732,2.9834576,1
9815,1.5338913,0.48836973,1.074125,1
9816,3.2091553,0.6134368,0.80671716,1
9817,2.3489406,0.85077107,1.2762268,1
9818,8.919966,4.6617217,11.10343,1
9819,3.6480646,2.3638065,8.428789,1
9820,5.6710606,3.6093698,7.4502745,1
9821,2.1606066,0.43424553,-0.91353,0
9822,3.0294797,1.8124461,5.028875,1
9823,1.8314747,0.320669,-0.7746085,0
9824,2.803688,0.7683607,2.076026,1
9825,2.8461442,1.6247269,5.6778555,1
9826,10.507067,4.710796,5.3456798,1
9827,3.636447,0.6720895,-0.6852875,0
9828,1.8184456,0.3344234,-0.011023283,0
9829,2.299419,0.5632403,-1.5715991,0
9830,1.5730263,0.26054382,-0.3136667,0
9831,6.816288,1.6869764,1.7770648,0
9832,4.480003,1.2626665,2.6534605,1
9833,2.5512662,0.93386304,2.556354,1
9834,1.8872489,0.31968448,-0.0751555,1
9835,2.5513723,0.4706901,-0.53773403,0
9836,3.5518482,1.0073065,-0.10116553,1
9837,3.6365666,1.2614661,1.8256791,1
9838,3.4966393,0.73635644,1.2571001,1
9839,4.20861,0.7959986,0.15039587,0
9840,2.4743776,0.6051892,1.9247088,1
9841,1.4718815,0.2491484,-0.07752347,1
9842,1.3599868,0.29981813,-0.53001285,0
9843,2.0591805,0.8751021,1.4612586,1
9844,2.643641,1.1268624,3.006867,1
9845,2.8472493,0.91311336,2.8354719,1
9846,3.163349,0.7491385,-0.34008217,1
9847,2.6830814,2.3394084,7.7057242,1
9848,2.490467,1.0293874,2.613394,1
9849,2.8085964,0.90698665,-0.07004261,1
9850,2.1227918,0.6306822,1.5782664,1
9851,6.561678,2.1500928,-5.7069016,0
9852,4.5273376,1.1431084,-0.9744735,0
9853,3.7842255,1.7751306,6.3376894,1
9854,2.6906323,0.59753865,-0.52955294,0
9855,4.0798407,1.611978,2.1286423,1
9856,1.963336,0.46105897,-0.08734536,0
9857,2.7068129,0.63127774,-0.99322796,0
9858,4.6773953,1.5881097,2.0184271,1
9859,10.446945,6.264678,13.695845,1
9860,1.4256474,0.3067106,-0.51313686,0
9861,2.2205625,0.48650458,0.02613163,1
9862,2.8320382,0.6385929,-1.0799072,0
9863,2.951931,1.1066394,3.4622865,1
9864,4.800577,2.6289194,5.4533625,1
9865,3.1239169,1.609447,3.127933,1
9866,7.15947,3.3939564,12.622275,1
9867,1.4371668,0.45814627,0.43219554,1
9868,3.4293556,1.677049,4.4954343,1
9869,3.3245811,0.7795341,1.2016656,1
9870,2.5139256,0.575932,-0.4260068,1
9871,3.0749922,0.60315734,0.061702013,0
9872,1.7113425,0.28041962,-0.34233928,0
9873,1.7341752,0.36739942,0.41507435,1
9874,5.272908,1.4240973,1.3440628,1
9875,1.7997671,0.42032215,-0.5124701,1
9876,8.472311,3.6031446,7.6826596,1
9877,4.0192394,1.3584917,0.9831009,1
9878,2.2151694,0.516914,-0.82390964,0
9879,2.0902646,0.76506424,1.799786,1
9880,2.1960492,0.30476722,0.29279637,1
9881,7.061373,2.26533,-3.3865771,0
9882,2.6999903,0.7821747,1.4397852,1
9883,7.697773,6.919412,24.617447,1
9884,1.378752,0.32811442,-0.85668176,0
9885,8.8862705,4.1535654,10.725868,1
9886,3.1745188,0.9584895,1.5594618,1
9887,1.8547338,0.35121548,0.24409628,0
9888,2.709692,0.7480045,0.3170762,1
9889,2.528389,0.7701955,1.3760171,1
9890,7.7567215,4.1439114,7.668006,1
9891,1.9426275,0.48223668,0.71585524,1
9892,3.801133,1.3894689,-0.14156103,1
9893,2.9849803,0.64474404,0.05456257,1
9894,2.0794168,0.4253617,0.22166586,0
9895,8.266171,5.0045857,11.39002,1
9896,8.397755,2.592033,2.9408274,1
9897,1.2347027,0.2691477,0.54467404,1
9898,3.2369797,0.7443427,-1.6060871,0
9899,1.6740983,0.38950673,0.7095622,1
9900,4.251704,0.7910992,-0.8044772,0
9901,6.8131123,1.9961578,1.3419142,1
9902,1.9920522,0.30084923,-0.38148212,0
9903,10.131039,3.0685263,7.619051,1
9904,1.565938,0.29370955,-0.5601429,0
9905,8.218167,3.832599,11.104804,1
9906,4.0702686,1.5736864,-3.79115,0
9907,2.2031229,0.34479147,0.2935636,0
9908,1.61905,0.3274864,0.096307755,0
9909,1.8387445,0.53662896,1.4856937,1
9910,6.332155,3.5006394,7.696257,1
9911,2.8697195,0.72219247,-0.54791176,0
9912,1.702006,0.35510975,0.9612577,1
9913,4.162033,0.9570619,0.8384445,0
9914,2.0911546,0.46767628,0.9731513,1
9915,2.2606208,0.61255556,-1.4879346,0
9916,3.8895552,1.0398787,0.7512603,1
9917,6.260648,1.7209822,-1.751415,0
9918,1.6248014,0.34888884,-0.36820865,0
9919,3.737216,0.8524099,1.560421,0
9920,9.313395,2.65956,-0.4511137,0
9921,2.1459444,0.4330526,0.49733686,1
9922,5.9627566,2.9707692,8.663068,1
9923,2.213137,0.7396835,0.48381305,1
9924,3.639511,0.7043095,-0.5917835,0
9925,4.127915,1.2622926,-0.7972708,1
9926,1.9000332,0.39052802,0.35847116,0
9927,1.0238245,0.19362009,0.6053334,1
9928,1.6777319,0.50012505,0.6352241,1
9929,5.014894,0.9577676,-0.89259815,0
9930,3.7026808,0.9513889,-1.4253197,0
9931,4.278994,2.4477608,6.826478,1
9932,2.7007434,1.8151292,4.4500117,1
9933,1.8635918,0.37022826,0.7290064,1
9934,5.9357324,1.7412884,0.034661055,0
9935,1.7094591,0.351054,-0.36125565,0
9936,1.9536294,0.39625338,-0.65392387,0
9937,3.2889628,1.5248618,4.5668187,1
9938,2.4339764,0.58336127,-0.8333622,0
9939,2.569088,0.5181636,-1.2228972,0
9940,3.666114,0.8289229,0.41939497,0
9941,2.3944886,0.79756033,1.4041064,1
9942,6.2150273,4.0830927,15.501062,1
9943,2.733655,1.2454575,1.7190179,1
9944,2.0144231,0.79540837,0.5610193,1
9945,5.694008,2.0627227,4.664159,1
9946,2.5014343,0.590061,-1.1252089,0
9947,2.3372912,0.7612876,0.48633337,1
9948,2.5762627,0.4477783,-0.7472969,0
9949,2.8963876,0.5447821,1.3480213,1
9950,2.6733847,0.7260139,-0.06915021,1
9951,3.0259962,0.73344785,1.5349586,1
9952,2.4856503,0.4586104,-0.4359274,0
9953,2.050409,0.55655855,0.81294584,1
9954,2.9750597,0.5289176,-0.7279787,0
9955,4.368011,0.8858814,0.7572653,1
9956,3.8229775,0.9066293,0.12457156,0
9957,2.5065303,0.579281,-1.5135713,0
9958,4.5647273,1.2572402,-0.34504294,0
9959,4.1510243,1.1021267,-2.1421204,0
9960,7.076217,2.6267483,6.7716184,1
9961,1.9417578,0.5502274,0.6918167,1
9962,3.4580731,1.5146036,0.9052744,1
9963,4.370449,0.7416284,0.15744495,0
9964,3.6869073,1.4429824,-3.7740724,0
9965,1.8931949,0.5191849,0.14909458,1
9966,3.088522,0.8338448,-1.090026,0
9967,5.00513,1.1237146,0.063827515,1
9968,2.0088296,0.30772993,-0.18183851,0
9969,2.0980635,0.51940703,-0.36795187,0
9970,5.843526,2.0699375,2.6600502,1
9971,1.1003878,0.17493944,-0.24505979,0
9972,7.047228,4.879508,15.693683,1
9973,2.4533908,0.84764504,1.7366387,1
9974,6.3363724,3.060047,5.3134065,1
9975,5.5847845,1.5459857,-1.4410405,1
9976,2.553505,0.4251528,0.36624599,0
9977,1.578876,0.33650446,-0.6679038,0
9978,7.8607187,4.2149057,5.0199785,1
9979,1.9049748,0.3905705,-0.25642705,0
9980,7.027709,2.5038354,4.8972893,1
9981,1.7045342,0.51816046,-1.203845,0
9982,2.0052438,0.5739145,0.80289376,1
9983,3.843265,1.07963,1.5369635,1
9984,2.0113654,0.41915345,0.14315498,1
9985,9.413973,3.6960526,-0.604476,1
9986,4.3514357,1.330806,2.1511471,1
9987,3.5404058,0.9058039,0.7707963,1
9988,1.6681352,0.34462702,-0.4381256,0
