,msd_mean,msd_std,disr_score,cluster
281,2.8367388,1.1566155,2.0657635,1
282,1.7697253,0.5381622,0.056073427,1
283,1.5309855,0.25463596,0.4274962,1
284,3.3612938,0.9193851,1.8442616,1
285,1.1587533,0.19058351,0.027307034,0
286,6.79946,3.128439,10.111846,1
287,2.3061688,0.97340924,2.0696602,1
288,1.7630619,0.47179767,1.124232,1
289,4.039704,0.7465706,0.6615517,0
290,4.0699396,1.379306,1.8396473,1
291,3.5775344,0.8569858,0.74011517,1
292,4.0461965,0.8325193,0.17010617,0
293,2.0625737,1.2097721,3.9033968,1
294,3.2593513,0.7610391,-0.7081337,0
295,4.386937,2.353921,5.89132,1
296,3.0435977,0.75059587,-1.0706803,0
297,2.3707654,0.5316548,-0.19289327,1
298,2.424971,0.8884461,1.4786721,1
299,2.4188936,0.51050025,0.92726135,1
300,1.953597,0.3920131,0.080423474,1
301,1.4348458,0.256416,-0.20554507,0
302,1.4088943,0.3781467,-0.67685604,0
303,2.7565684,0.8404806,1.9437289,1
304,6.243387,2.192425,-1.7950861,1
305,2.2014441,0.39205286,-0.31970203,0
306,2.5839858,0.7106017,-0.98872066,0
307,1.701627,0.6801274,1.9481531,1
308,4.9808884,2.2334046,4.5042477,1
309,4.0341864,1.8678033,3.5052269,1
310,2.339476,0.608736,0.66168976,1
311,2.230979,0.71397966,0.10259938,1
312,1.9910495,0.3850344,-0.3709445,0
313,3.4997644,0.84999835,-1.8798301,0
314,2.7643702,1.6330445,4.3588786,1
315,2.2097666,0.67497,0.82077646,1
316,5.1689982,2.3865972,4.707182,1
317,6.861925,3.3976316,4.720686,1
318,2.1950886,0.4372821,-0.4370258,0
319,2.272302,0.6963983,0.50684714,1
320,2.7912362,0.68802774,-1.2031547,0
321,8.52782,1.9274434,0.7499428,1
322,1.6826354,0.38973993,-1.3155463,0
323,4.9987926,1.4301322,-0.8238144,0
324,3.7103407,0.55468804,0.51963043,1
325,5.2282996,3.2857833,5.584159,1
326,2.8163834,0.57947356,-1.1766133,0
327,4.168123,1.2857167,0.33135915,1
328,5.48055,1.5844452,2.1474853,1
329,3.7289834,0.96022874,0.17479038,0
330,5.6180153,3.9029565,8.288568,1
331,1.534158,0.4192249,0.07277489,1
332,3.0876226,0.87034225,-1.393485,0
333,2.200195,0.36258304,0.550612,0
334,1.807533,0.34528172,0.44895005,1
335,2.4444008,0.48839658,0.2842462,0
336,0.77587855,0.08234144,-0.028249323,0
337,2.038479,0.557616,0.29331195,1
338,2.319826,0.55742824,-0.33609557,0
339,2.6684568,0.52015966,0.36997414,0
340,1.384715,0.29408243,-0.468722,0
341,11.426046,3.2646234,2.495984,1
342,8.046518,1.8814881,0.52044153,1
343,4.917736,1.3531464,-1.5039518,0
344,4.5474973,2.6959252,9.040291,1
345,2.9739826,0.48235148,0.28876138,0
346,6.4993362,3.164811,10.104534,1
347,4.3758955,0.952284,0.38445783,1
348,7.898841,3.4894621,1.2942734,1
349,6.8124437,2.400393,0.9890351,1
350,3.8117242,0.7479895,0.64652157,0
351,3.6353607,1.5117619,3.7818863,1
352,1.8868985,0.7332063,1.3094335,1
353,1.6935036,0.34361205,-0.51090777,0
354,2.2532735,0.6618988,-2.0493968,0
355,4.4292774,1.1631799,1.8277433,1
356,1.3828286,0.30427992,-0.67646414,0
357,3.4925895,1.5929619,1.8385708,1
358,2.713863,0.6342965,-0.7879989,0
359,2.9113107,1.0179499,1.4456482,1
360,2.6701877,1.325905,2.5343697,1
361,1.9110672,0.38381615,0.6429429,1
362,2.3500526,0.61822206,-1.6382576,0
363,5.7624617,2.321663,4.3911467,1
364,3.802944,1.0422126,2.1069143,1
365,8.636422,4.8650184,11.139618,1
366,1.7818564,0.6140866,1.050694,1
367,1.8902336,0.4293906,0.21797287,1
368,3.3628943,0.64893234,0.33377075,0
369,2.0195196,0.38648003,-0.091825485,0
370,3.1272144,0.96676195,1.9990602,1
371,2.8271556,0.5097768,-0.3583355,0
372,3.515274,0.8654955,0.37973213,1
373,5.150278,1.6251111,0.7792494,1
374,2.2747617,0.78422934,1.9350145,1
375,2.903543,1.381726,0.8784189,1
376,2.3968935,0.7544858,2.07319,1
377,1.7850732,0.4725915,0.27923083,1
378,1.3281963,0.24507743,0.21077299,1
379,10.453658,5.726137,14.704791,1
380,2.2182577,0.34361145,-0.6542437,0
381,5.2170515,2.2010953,5.987221,1
382,2.0674784,0.37012383,-0.18254447,0
383,3.5060177,0.61991984,0.52322984,1
384,2.1117613,0.3948362,0.54909205,1
385,1.1691777,0.22283109,0.48689258,1
386,2.556047,0.546267,0.67966366,1
387,4.516597,1.1648233,1.2208409,1
388,2.2247512,0.41951874,0.34884536,1
389,2.9706123,1.1729796,2.6176057,1
390,1.3901298,0.35626972,0.41497886,0
391,2.9977512,0.7955287,-3.1026714,0
392,1.0426013,0.19603883,-0.30586827,0
393,2.8938003,0.69017667,0.34819698,1
394,3.1484625,0.97265446,-2.2909663,0
395,1.4116988,0.30136424,0.84455884,1
396,3.4206245,1.2608222,2.2674758,1
397,6.153767,5.988585,21.02291,1
398,3.0169086,0.9830268,1.1022995,1
399,2.1605682,0.41165188,0.31626844,1
400,3.3936353,1.0692868,0.9347763,0
401,3.6508446,1.1236442,1.435128,1
402,3.8414788,0.90850765,0.797678,0
403,8.635077,2.3145022,1.8198581,1
404,2.6710112,1.4344028,2.0911877,1
405,12.925137,4.140336,-0.8177004,1
406,2.15019,1.3853127,2.9678714,1
407,2.808783,1.9594811,5.9368095,1
408,1.7218795,0.46439284,-1.3251983,0
409,3.4149919,1.2386584,2.762998,1
410,5.152818,1.6695235,-0.049797058,1
411,1.814636,0.86751837,2.0223074,1
412,2.6422055,0.5484882,-0.025743723,1
413,3.4941022,0.89620507,-0.8164201,1
414,4.0698266,1.2736002,4.0483575,1
415,2.2233524,0.7562039,0.44949138,1
416,1.8933887,0.5045163,0.7132971,1
417,6.0106635,2.8852444,9.315082,1
418,2.9539824,1.4748135,3.4863591,1
419,2.3565192,0.42126793,0.10230839,1
420,2.017146,0.40938982,-0.7557602,0
421,5.5646358,1.7408926,5.1854033,1
422,3.609848,1.0561981,-2.6940343,0
423,1.952611,0.49873078,-0.8193786,0
424,1.59211,0.2608825,0.03305304,0
425,2.7323556,0.62413913,-0.9110882,0
426,2.2754066,0.72829556,1.4293859,1
427,4.0679398,1.261754,2.7754884,1
428,1.4014012,0.31081095,-0.22572112,0
429,2.1832898,0.37110254,0.49483287,1
430,5.781825,2.835915,3.5019372,1
431,3.120803,0.8712377,2.558024,1
432,3.2722166,0.7802776,-0.9221003,0
433,2.6041067,0.5436456,1.3202324,1
434,3.7402015,0.765498,0.32388353,1
435,2.667236,1.0814346,2.338603,1
436,2.2662587,0.765489,1.8945796,1
437,3.7247303,1.5855744,2.8187246,1
438,4.2413692,1.4277445,2.079701,1
439,2.2231576,0.5853992,-0.7286098,0
440,3.7938912,1.5206352,2.6384003,1
441,3.232131,1.2921449,0.74934006,1
442,5.44174,2.361829,2.4716654,1
443,1.6898776,0.56829655,0.839277,1
444,1.6294392,0.38003254,0.17370081,0
445,2.2716463,0.34747195,-0.45005608,0
446,1.8771569,0.58511305,1.210696,1
447,2.041713,0.5426265,-0.7608348,0
448,5.3961177,3.5067022,7.8022394,1
449,2.4629962,0.759079,1.7034699,1
450,2.0308266,0.39002183,-0.012331724,1
451,4.1296883,1.1653429,1.0705004,1
452,4.39501,0.97406226,-0.7037301,0
453,4.8155622,2.7808971,7.023937,1
454,3.1210558,0.780767,-1.9989834,0
455,4.874366,1.8961545,3.2299743,1
456,5.7621117,3.2664876,8.217926,1
457,8.7725315,3.4574795,7.1469703,1
458,1.589832,0.6076928,0.9966147,1
459,5.8977323,5.0239162,16.187536,1
460,1.542364,0.27595222,0.028113127,1
461,2.9332695,0.9676688,0.54986215,1
462,2.3563256,0.9022813,0.7324481,1
463,1.8009087,0.4390952,0.6483598,1
464,4.423794,1.2193568,-1.5050771,0
465,2.4138026,0.58891493,-1.5091957,0
466,1.5759821,0.33461913,-0.66316414,0
467,1.9071294,0.5317376,0.7473985,1
468,15.984608,3.1597822,5.015147,1
469,2.5727057,0.5852234,-1.7912755,0
470,2.175447,1.2109023,3.935944,1
471,1.7840785,0.40943316,-0.82789177,0
472,1.804692,0.6821521,1.8262222,1
473,3.144428,0.9553197,2.545558,1
474,3.6565468,1.1102332,2.1350632,1
475,4.8542223,2.009941,3.8287022,1
476,2.9555547,0.80167776,1.2022736,1
477,1.5685445,0.501794,0.5512928,1
478,1.593032,0.21225967,0.19504023,0
479,1.9362762,0.39026657,0.4518969,0
480,3.129968,0.6838314,0.317775,1
481,2.6308217,0.54130256,0.2584989,0
482,2.0792706,0.6092267,-1.5774254,0
483,5.7237563,1.8921678,1.9130368,1
484,2.2608566,0.31549028,-0.39219594,0
485,6.240417,3.52769,7.861993,1
486,3.6344597,0.75756264,0.30533051,1
487,1.616328,0.23878679,0.13909137,1
488,4.2835135,0.82565355,-0.9698634,0
489,7.0970774,2.6943872,6.2132416,1
490,1.2690219,0.20044503,0.24634874,1
491,1.764573,0.28609213,0.06164491,0
492,1.6867107,0.27696928,0.12223828,0
493,1.6956061,0.4824171,0.049696922,1
494,2.3068376,0.5973172,1.0696379,1
495,2.6453424,1.3175997,2.6935406,1
496,2.9428322,0.82388246,2.0584347,1
497,2.7161734,0.6296915,-0.1914196,0
498,1.6494447,0.5599929,1.3363674,1
499,4.187248,2.0806494,4.3855762,1
500,2.511956,0.40196285,0.33166027,1
501,1.9636688,0.5044489,-1.1743501,0
502,3.2385676,0.810074,0.7497165,0
503,3.9130595,1.3035657,3.1533093,1
504,6.4990067,1.8934118,1.3031168,0
505,3.5353286,1.1649917,2.0050645,1
506,1.8927191,0.3142156,-0.6722982,0
507,2.884507,0.5876037,-0.49216175,0
508,3.6103582,1.8106871,5.835076,1
509,7.589048,3.99133,9.208465,1
510,2.0736077,0.5227928,1.2065201,1
511,2.780276,0.708744,0.8591945,1
512,1.6646688,0.3540273,-1.0096934,0
513,2.3888674,0.57663447,-0.9380629,0
514,1.7617445,0.32872796,-0.7564597,0
515,1.7675877,0.41634402,0.6009195,0
516,8.412767,2.8922257,-6.3673368,0
517,1.5448577,0.39937878,0.24273586,1
518,3.349082,1.1538379,2.3903768,1
519,3.435416,1.739702,4.598195,1
520,3.6373703,0.9071401,-1.9845525,0
521,1.9824951,0.37218377,0.5415752,1
522,1.9579829,0.34793818,0.16877949,1
523,2.207177,0.54021317,-1.2806697,0
524,6.9967117,3.0359793,6.812591,1
525,4.414049,1.7147456,1.7131271,1
526,2.0644035,0.37634778,-0.24634874,0
527,2.4989793,0.6280704,0.85603046,1
528,4.349736,1.061902,1.7984736,1
529,3.6652102,1.04998,-2.1553366,0
530,5.0445266,3.4365592,10.875746,1
531,4.4868565,0.88841414,-0.8096461,0
532,2.5884588,0.7407772,-0.71520317,0
533,2.1003456,0.40857205,1.0379621,1
534,3.6918442,0.83901507,-0.07226038,1
535,5.065567,1.7293535,-0.8600528,0
536,3.0295753,0.5264287,-0.8336127,0
537,2.9614816,1.000704,2.284051,1
538,2.4749808,0.8052542,1.7121437,1
539,5.819716,2.1217923,4.2376122,1
540,3.4361496,0.8686205,0.40060472,1
541,2.7323577,1.2921228,2.57096,1
542,2.0053303,0.35989973,0.39263666,0
543,5.0955734,2.0679708,5.070614,1
544,1.2804886,0.17808151,-0.18153751,0
545,4.2767186,1.6464795,3.982995,1
546,4.4027286,2.167663,6.1739864,1
547,5.235972,1.5723739,-3.1773226,0
548,1.4188583,0.2550667,0.3316722,1
549,2.0604398,1.1598272,3.668722,1
550,1.6802481,0.6370999,1.723493,1
551,2.5052617,0.5184548,-0.979161,0
552,2.2844186,0.4509073,0.5824274,1
553,2.7013576,0.98109907,2.5247788,1
554,9.484476,3.5510316,7.826007,1
555,2.1977148,0.5793299,-0.28335428,1
556,2.4303906,0.47311696,-0.037520885,1
557,14.575763,3.879271,-5.3269696,0
558,2.35715,0.52245164,1.1693208,1
559,2.3612604,0.6185273,-1.5603421,0
560,3.7143939,0.6274383,-0.57922363,0
561,1.7743182,0.6264841,1.452872,1
562,2.8809426,0.62625545,-0.6701896,0
563,1.7668965,0.41841608,-0.5681801,0
564,7.8397474,2.655021,1.8207769,1
565,1.7313099,0.30330047,-0.019643068,1
566,15.8293295,5.13931,10.330946,1
567,6.056169,3.4257185,5.3229165,1
568,2.7336788,0.54087514,-0.034615993,1
569,3.3456173,0.912716,-0.59610915,0
570,3.1262665,0.83426917,0.105908394,1
571,3.8715873,1.2055253,0.9343014,1
572,7.5995193,3.5901117,13.313835,1
573,1.9944599,0.3497552,-0.26009,0
574,12.446421,4.464704,11.266455,1
575,3.526825,1.213354,3.4783063,1
576,2.0540633,0.5291314,-1.3800526,0
577,1.6046009,0.39081296,0.17857158,1
578,1.3491375,0.39000276,-0.5898529,0
579,3.8157468,0.9845264,1.9787967,1
580,1.6708126,0.51052153,0.77989745,1
581,3.8141773,0.8731148,-1.2942798,0
582,2.3310053,0.88998896,2.4259706,1
583,1.3022594,0.2984021,-0.45678055,0
584,1.0606579,0.15486702,-0.23458266,0
585,7.515808,4.328467,16.067352,1
586,1.9652126,0.35280246,-0.29602504,0
587,4.4538045,1.0983033,1.3151386,1
588,6.873096,2.6069205,6.109249,1
589,1.5900341,0.4175535,0.8358326,1
590,3.3126647,1.1350054,1.9888608,1
591,2.5154777,0.99643546,0.33036828,1
592,4.9426374,1.3498265,-1.4611087,1
593,1.5684017,0.37099355,-0.51138926,0
594,3.5591567,1.0735579,2.0566342,1
595,4.151208,1.1592196,-3.6540198,0
596,6.3619275,2.127775,4.6354265,1
597,2.0009587,0.72915405,1.9350638,1
598,6.9747753,1.8567283,1.1626863,1
599,2.1915748,0.55164856,-0.6912899,0
600,6.458881,3.3930933,3.6983342,1
601,1.5293338,0.26290098,-0.5913855,0
602,2.4080591,0.79772735,1.582641,1
603,1.3924533,0.2711526,-0.38333625,0
604,3.9240022,2.029531,6.3952537,1
605,3.4749084,0.8528816,-2.0120053,0
606,2.0650032,0.40924373,-0.8921983,0
607,4.304792,1.2895213,3.5301516,1
608,2.7523239,0.69178045,0.022216797,1
609,7.6826797,1.7946602,4.277027,1
610,4.845542,2.876048,6.4917936,1
611,1.5919857,0.31208497,0.48224473,1
612,3.0734465,1.0082392,1.3807545,1
613,2.1677346,0.489286,-0.43709087,0
614,5.090205,1.6138413,-4.681508,0
615,1.8190749,0.40706724,0.70772326,1
616,2.586007,0.76955014,1.0444334,1
617,3.5824304,1.253059,1.9697137,1
618,1.7220197,0.43032926,-0.30231047,0
619,5.1054783,1.3316367,-2.7873223,0
620,2.2858653,1.2462577,1.4528208,1
621,3.14372,1.1171588,-2.8294752,0
622,9.670078,3.3442397,2.341074,1
623,6.049166,2.1648593,4.1661468,1
624,1.82544,0.36504495,-0.5397198,0
625,4.748935,1.7783543,1.1034544,1
626,1.9542861,0.58366066,-0.4393959,0
627,2.7676718,1.6376617,4.2040443,1
628,1.831079,0.33870643,0.39005625,1
629,1.9627643,0.88728565,2.4982548,1
630,2.6508949,0.78106326,1.3854356,0
631,6.8419704,4.0893655,7.280304,1
632,3.3799343,1.0510259,-2.1252134,0
633,2.6516798,0.86705345,0.99641514,0
634,2.8684833,0.8088007,2.274733,1
635,3.5479448,1.1404104,2.2106845,1
636,2.6519122,1.0798383,2.6917088,1
637,4.0151563,1.2037569,3.3172133,1
