lgn_mean,lgn_std,disr_score
0.6886698,0.4182615,-0.56811494
0.60520774,0.22679035,-0.17446893
1.1405377,0.49434298,0.112728775
1.2195512,0.47189564,-0.057181835
0.47789556,0.2225009,0.23869938
0.65526885,0.29847306,0.17760187
0.7427529,0.3227135,-0.19841182
1.5723816,0.8776698,-0.15515685
1.5586337,0.7719447,-0.694072
0.6162525,0.33592874,-0.04454094
0.60815495,0.2475547,0.06213641
1.2611068,1.3304191,-2.6588686
1.355155,0.45561278,0.04710889
0.57524604,0.33673754,-0.11299819
1.2544534,0.52752054,-0.09358609
0.77945036,0.34145847,0.20026302
0.9686851,0.413799,-0.63172567
1.09783,0.6427062,-0.25874287
0.72264993,0.37020075,0.014493763
0.4218659,0.19814378,0.1127094
0.3949869,0.19056973,-0.05058807
0.3913698,0.19111566,0.15174657
0.77174664,0.33200797,-0.46842694
0.38810495,0.2221875,0.009503126
0.31491646,0.15900229,-0.031531483
1.9656185,1.573265,-0.8470807
0.63943917,0.34883493,-0.2847932
0.53940254,0.26040864,-0.25747538
0.8797062,0.49657938,-0.12740701
0.4680442,0.17216767,-0.013855934
1.2810867,0.5080218,-0.17592192
0.5650516,0.29703856,0.19841442
0.32313442,0.13088864,-0.15591007
1.4079108,1.331459,-0.11012316
0.6588719,0.3656481,-0.4938247
2.260827,1.2758864,-0.51442003
0.92862785,0.54028714,-0.76224065
0.7265532,0.34391817,-0.108442545
0.62061536,0.34183708,0.035847694
0.44796723,0.24693805,-0.31164876
0.34916297,0.15224206,0.0003952384
0.62959903,0.23125613,-0.15768349
0.46102422,0.2075972,-0.027601063
0.50220805,0.22321285,-0.31018627
0.44380417,0.31812844,-0.22339845
1.5539879,0.9613105,0.053810596
0.72798073,0.36480218,0.13565773
0.4865668,0.19727607,-0.11025584
0.8150018,0.34108788,0.5511622
0.4566194,0.2077541,-0.22143367
0.8071569,0.37491906,-0.25709188
0.553044,0.248971,0.0062305927
0.41571042,0.21907105,-0.03366044
1.4002142,0.7077875,-0.33248758
1.3204838,0.81582946,-0.44212466
0.7522482,0.3516714,-0.07812172
0.34615964,0.18230559,-0.16539973
0.74393445,0.41759545,-0.22142953
0.60982114,0.3073277,0.24139875
0.34441814,0.15050124,0.18363853
1.0766554,0.4976573,0.23270631
0.56126773,0.36578935,-0.4448163
0.36670893,0.16401316,0.118519306
0.83246386,0.5559931,-0.49051094
0.61768746,0.3406163,-0.25029123
0.5429235,0.2773794,0.060534775
0.6644797,0.34110433,-0.008281052
1.1521938,0.5260215,-0.5004183
0.7084242,0.32932973,-0.036080778
0.9103277,0.37220806,-0.20346743
0.8698355,0.3332377,-0.06287342
1.1038389,0.51090133,-0.25759554
1.6629742,0.9697943,0.07517767
0.5805288,0.2562281,-0.19550127
0.560035,0.30694717,-0.7069909
0.62307966,0.29870063,-0.25429642
0.59500384,0.46811774,-0.33103734
0.62980783,0.2750959,0.14175797
0.6004416,0.27955654,0.061558366
0.6767532,0.45776507,-0.40499896
0.39480495,0.16595595,0.12958539
0.58297956,0.27316648,0.13587141
0.995715,0.5507964,-0.014267206
0.9917099,0.39461115,-0.019486606
0.45751917,0.2953954,0.19129823
0.6360083,0.26463917,-0.02074349
1.2651424,0.69548064,-0.7158339
0.32174087,0.11625865,0.0065735877
0.83196115,0.36278427,0.26568907
0.79905856,0.4337416,-0.582523
0.67069125,0.26527998,-0.1318723
1.4776474,0.8232902,-1.3951507
0.5437266,0.21933427,-0.27586192
1.4928828,0.77090925,-1.0912805
0.9807823,0.63283217,-0.7360793
1.1292427,0.6895901,0.0021808147
0.880173,0.6817107,-0.0034803152
0.69061613,0.40465814,-0.32876447
0.4968235,0.29458037,0.009175092
0.94668424,0.655672,0.009544611
0.8201747,0.47338915,-0.04880929
0.85693544,0.3511369,0.09161615
0.6784115,0.29981577,-0.05914253
0.4830079,0.25106043,0.09005278
0.72604066,0.30872867,0.253762
0.61445016,0.26312703,-0.037860632
1.8056474,1.2478454,-0.0951395
0.9027183,0.4292677,0.06366813
0.5922641,0.25161645,0.22190851
0.7938057,0.4045265,-0.3017322
1.505635,1.0132624,-1.0515175
0.46068236,0.23001902,-0.26433033
0.5037581,0.28995386,-0.22885513
0.6757819,0.5066249,-1.0375206
0.45333537,0.27240768,0.10532588
1.0761203,0.5692399,-0.113717556
0.9445523,0.4098051,0.13448417
1.345737,0.5723392,-0.2710054
0.39820018,0.18972091,-0.13656339
0.8309617,0.5752326,0.13719475
1.8076463,0.99628633,-0.0834167
0.28155655,0.1204156,0.026535511
1.7122245,0.8351104,-0.6385294
0.96827334,0.50393736,-0.15000081
0.6584275,0.34294158,-0.122675836
0.9359078,0.465475,0.09329784
0.7613273,0.37420717,0.30616307
1.1616981,0.53264445,-0.3945725
0.7017152,0.3383976,0.03296548
0.9041649,0.4722001,0.27315074
0.64698726,0.28360566,-0.31756634
0.71600723,0.34371492,0.29267853
0.68149906,0.32499823,-0.29373372
0.75987643,0.30574927,-0.2865848
0.64985454,0.26974857,-0.18169016
0.6377978,0.36026883,-0.3233657
1.4611259,0.8955684,-0.6584608
2.1715727,1.648113,-1.6042182
0.32301873,0.15874316,-0.049970746
0.4510121,0.19417451,0.06205401
1.313592,0.9090955,-0.73501205
0.5797067,0.27203897,0.23781195
0.423273,0.2252158,-0.18119058
0.5030354,0.2849831,0.04854521
0.94060254,0.57780343,-0.7613151
0.8646505,0.37667024,0.042585373
0.7050654,0.4886799,-0.6598605
0.52462167,0.21014026,-0.082229316
0.85112894,0.36008185,-0.2590102
1.4746647,1.0141336,-1.1652248
0.63246775,0.26798394,-0.033539414
0.49334574,0.22536066,-0.13788682
0.509283,0.3248799,-0.22164643
0.87227577,0.5805747,-0.19402474
0.68371236,0.3698663,-0.1705355
0.45034155,0.23060974,-0.2680084
0.27363572,0.12895407,0.042779848
0.6618153,0.3225642,-0.0415318
0.46899185,0.2969033,-0.0059742033
0.7165568,0.27267653,-0.17002541
0.6710338,0.29543164,-0.084097266
0.5374142,0.2621503,0.03999263
1.0640095,0.4897057,-0.018257499
0.9391874,0.48330885,-0.09617722
1.0765625,0.5957842,-0.6486499
1.1024133,0.50067216,-0.20226508
0.22282712,0.11628811,0.08323859
1.4657277,0.9129179,-1.2070171
0.6694308,0.2786917,-0.11658895
0.943784,0.4542557,0.549716
0.38186306,0.20265687,-0.019616008
0.49226004,0.2711565,-0.18742931
0.45821977,0.17149156,0.006125748
0.52507436,0.23456542,-0.12557882
0.4594816,0.18749493,0.2481637
0.47921896,0.2568583,-0.33779415
1.1872483,0.94908607,-0.7470776
1.0584769,0.5769879,-0.45472717
0.9920061,0.5632933,-0.41292548
0.5861158,0.25796655,-0.14554608
0.32445598,0.14481561,0.025560796
0.8344607,0.43870172,-0.14010763
1.0037208,0.52963054,0.16983062
0.64049935,0.47410095,0.77882606
0.45231104,0.23071897,-0.4411809
0.7533592,0.6212298,-0.7288581
1.2019155,0.50195986,-0.20789373
0.59434646,0.28191692,0.12963554
0.4807891,0.28663018,-0.18590266
0.6341107,0.27390394,0.13987494
1.2596881,0.72916865,0.8643674
0.9296164,0.5210732,-0.73969096
0.60965186,0.24729373,-0.045883656
1.0008708,0.4982572,0.19247591
1.4139832,1.4335601,-0.49560034
0.49598873,0.17368622,0.03543645
1.5877142,1.34129,-0.92219114
0.47882742,0.18998182,0.019042999
0.6275694,0.35753027,-0.04237038
1.0433124,0.4559623,-0.53201586
1.1393961,0.52605224,-0.48159778
1.2773539,0.6038443,-1.197271
0.8837972,0.46878272,-0.37257242
0.5927228,0.33702073,-0.15518516
0.36726758,0.15369542,0.2013072
0.89472806,0.44114998,-0.27862394
0.517519,0.22172798,-0.13049906
0.5740613,0.32284337,-0.065969706
0.6073178,0.30051145,0.13292706
0.39920148,0.2000508,-0.3559269
0.921083,0.6844899,0.25175714
0.5637809,0.250192,-0.07517159
0.84118444,0.3890059,-0.3716398
0.41683355,0.22378692,-0.16799134
1.7868538,1.2940788,-0.9014709
1.4403214,0.7096337,0.3257786
1.0044663,0.5235388,0.15794957
0.5963128,0.28118247,-0.11801803
0.92308724,0.42588052,0.050766885
0.79956675,0.42316684,0.14768618
1.6675721,0.8777716,-1.0710869
2.0323274,0.97835976,-0.46327817
1.5308326,0.77219856,0.42220175
1.3381635,0.72776127,0.26810718
0.7164038,0.2964668,0.055772424
0.36644378,0.22116126,0.16139877
0.46673405,0.265412,-0.07723293
0.5533654,0.22886792,0.06351575
1.0943274,0.4806165,0.06042683
0.50772434,0.22689362,-0.069925845
0.4556681,0.2303499,0.040094435
0.92561543,0.46717682,-0.34891433
0.5458153,0.23030695,0.068419635
0.65848726,0.3625668,0.050890684
0.44720697,0.20949426,0.05200982
0.9412618,0.58229715,-0.58719504
1.0626979,0.50209546,-0.33825344
0.64626604,0.3948397,-0.36678794
1.3909986,0.5732284,-0.33000958
0.4771679,0.3409478,-0.005356133
0.34031346,0.17299962,0.28749847
0.83854145,0.4621586,-0.36460125
0.488852,0.30212384,-0.25222823
0.7659366,0.3855791,-0.31629366
0.74030244,0.34763342,-0.17887539
0.9489339,0.37189153,0.4164282
1.6554116,0.75645006,-0.3322966
0.4543827,0.2554035,-0.0031686425
0.53056216,0.24765828,-0.2428104
0.5420518,0.28971937,-0.047805607
0.35898834,0.18450868,0.043046802
0.3278643,0.13724521,-0.13087237
1.4315733,0.853815,-0.7868043
0.64624184,0.24368773,-0.20025265
0.8791117,0.39779255,-0.48430657
0.62203825,0.29354784,-0.4544756
2.5055285,1.7251345,-1.647821
0.47001338,0.19493727,-0.0072719157
0.27593908,0.1539793,0.05578138
0.6444082,0.22783782,-0.14935291
0.729466,0.31055474,0.14505136
0.70809704,0.36671668,-0.04503584
0.4903291,0.31107897,-0.6247016
0.5604632,0.37426278,0.028370231
1.571725,0.8007467,-0.38946617
0.34456223,0.1340511,-0.016436487
0.541309,0.234802,-0.3120168
1.657692,1.1372392,-0.3133918
0.3060034,0.1399494,0.091409296
0.50204104,0.23211169,-0.0782035
0.8977579,0.44369584,-0.18571222
1.0832267,0.5561113,-0.2503953
0.6077017,0.23390235,0.2110647
0.66157776,0.38486522,-0.23669827
0.97820616,0.59074855,-0.11091542
1.3444692,0.6349824,-0.03433597
1.8049046,1.0684468,0.472664
0.39296415,0.18421046,0.040163755
1.9381156,1.2132525,-0.39090192
0.52198976,0.32997903,-0.007225752
0.51543707,0.33977392,0.49420673
0.49080053,0.22733346,-0.2302697
0.56611335,0.28368855,0.1631085
1.3565792,0.73703206,0.14599347
0.4488639,0.20699497,0.1796757
1.1228619,0.5458406,-0.6333122
1.1533101,0.5921175,-0.39115036
0.54363066,0.23965102,-0.22186723
0.37725663,0.16639288,0.17556426
0.51715475,0.31663525,0.041859537
1.2110279,0.9440367,-0.49867415
0.6590578,0.330984,0.0055659413
0.70954156,0.33700344,-0.43025112
1.6858075,0.822012,-0.9748455
1.1139066,0.682902,-0.8601036
1.048909,0.5233733,-0.40512258
0.67542493,0.31135595,0.100069106
0.2985775,0.1322965,-0.10357715
1.4063581,0.7329311,-1.0370528
0.4281072,0.19471675,-0.07749325
0.56510824,0.25675368,-0.006961584
0.8587032,0.5189663,0.15046346
0.39922616,0.14275311,-0.098652005
0.82865393,0.45020914,-0.037644923
0.7127457,0.29850385,-0.36156842
1.0281063,0.5500482,-0.48932254
0.5174395,0.22737207,-0.27594244
0.96248037,0.5442615,-0.3952037
0.42119303,0.17391326,-0.015130669
0.551247,0.30639225,-0.021655083
0.6167958,0.25217253,-0.18753242
0.6049863,0.33033645,0.064120054
0.79611695,0.6741469,-0.14071631
0.59017974,0.27005708,-8.356571e-05
0.6870135,0.33024955,0.04825139
1.0403101,0.6458556,-0.3575614
0.42216662,0.29652518,0.15568173
0.47081053,0.27730858,-0.46329385
0.6943389,0.317128,0.07924694
0.54707724,0.36563784,-0.36958987
0.84231657,0.48233005,-0.05117488
0.71954286,0.37090176,0.1568541
0.44111928,0.15651473,-0.014785141
0.3787877,0.20372336,0.09211975
0.73955566,0.3239347,0.19426155
1.286807,0.5303797,-0.36986834
0.64807475,0.2820756,0.07397127
0.88891613,0.53301495,-0.8859856
1.2479904,0.7136104,-0.20554101
1.0757244,0.7371479,-0.5643034
1.476357,1.1643418,-0.74386317
0.29937077,0.14636512,0.014664292
0.6309695,0.25681522,0.2151826
0.37188375,0.18656008,-0.12555331
0.43253317,0.17962421,-0.1761185
0.48354203,0.17987458,0.020745605
0.45973688,0.19839355,-0.116915315
0.93645996,0.46333745,-0.31652457
1.4565237,0.9927723,-1.953695
0.5704919,0.26825112,-0.027215302
0.8048407,0.4280873,-0.37845492
1.7063711,1.3450853,-0.12547278
1.2338111,0.76856905,-0.57571006
0.43788415,0.22002026,-0.015391141
0.50519204,0.214005,0.03746426
0.48996556,0.21703537,-0.21189442
0.5465628,0.3100331,-0.37359446
0.64305985,0.33422467,-0.40818033
0.80109215,0.31850046,0.35740674
0.5571735,0.24128707,-0.29345334
0.452872,0.21476045,0.0989843
0.39081475,0.1988912,-0.072151154
0.49342346,0.32643175,-0.30523604
0.5630721,0.27586827,-0.08818966
0.7182322,0.34637642,0.1327678
0.65786135,0.3766287,-0.79219675
0.82087684,0.375314,-0.1197055
0.7239312,0.41332516,0.16554564
1.5996244,0.7268734,-0.26620758
0.7234926,0.43370554,-0.2224124
0.39200026,0.1463132,-0.11707461
0.9349944,0.5508969,-0.29271263
1.1564833,0.50719345,-0.30500388
0.5480347,0.24816759,-0.09060055
0.46798635,0.23067738,-0.29539725
0.39721295,0.18851492,0.0048471093
0.5825263,0.27677405,-0.42473924
0.63765657,0.2350768,0.07914734
0.76816314,0.5030048,-0.17195249
0.75459737,0.396213,-0.034596205
0.8431278,0.4848929,-0.46414822
0.61131966,0.34301746,-0.1521768
0.762425,0.39343587,0.13371944
0.5068533,0.19758004,-0.0152439475
0.5316644,0.23569363,-0.2182639
0.58916265,0.30356467,0.33335692
0.8962394,0.74063575,-0.2549857
1.4461385,0.8723261,0.10648167
0.8376766,0.33658764,0.013550937
0.65534055,0.26893553,-0.047661543
0.8577053,0.5639474,0.13436085
0.48979473,0.20919438,0.06823516
1.1299778,0.7210903,-0.6902537
0.50863385,0.242786,-0.15523076
0.55895156,0.22212102,-0.021851838
0.41865838,0.24366987,-0.27362117
0.8546223,0.39107826,-0.11233616
0.7283218,0.39807686,-0.21817589
1.124962,0.5239934,-0.030387402
1.6292974,0.85437876,-0.41182208
0.45039073,0.19466914,0.05672899
0.9526737,0.666383,-1.4100555
0.6945136,0.38272578,-0.20377472
1.3336102,0.60566777,-0.3358804
0.62974036,0.30784494,-0.110651195
0.7365795,0.3380025,-0.098881364
0.81358665,0.41150674,-0.27600253
0.69390404,0.3036388,-0.15265468
0.77593935,0.36443868,0.30030698
0.5418873,0.23576133,0.02956158
0.5564037,0.27910566,-0.02256766
1.1759986,0.47969747,0.2374636
1.020967,0.437414,0.0039340854
0.51153666,0.2685182,0.16209057
1.6720117,0.94135404,-1.0666913
0.5534885,0.23875791,-0.16676122
1.0915226,0.57456505,-0.5097381
0.73335135,0.40061137,-0.076563
1.1219137,0.7757676,0.068923
0.69523853,0.45278,-0.49404514
0.66496885,0.27419043,0.39171582
1.0422913,0.60894394,-0.72837675
1.9207968,1.3136811,-0.69412506
0.7004987,0.3386149,-0.23889846
0.5976059,0.3465648,-0.23317641
0.57398516,0.23696226,-0.1434868
0.6865527,0.33091,-0.24574536
0.36637187,0.15323333,0.0074194074
0.9415302,0.47256297,-0.7804749
0.65890664,0.30211353,-0.43201864
1.9748883,2.2808745,-1.334775
0.29477707,0.14153089,-0.18400615
0.42481884,0.279639,-0.15056008
0.3080162,0.1810358,0.054998413
0.87648934,0.44424394,-0.663107
0.9378341,0.31369802,-0.080985665
0.3728827,0.19128968,0.076369524
1.8607501,1.1160228,0.3780898
0.56663406,0.45075437,0.059205562
0.45780537,0.23220216,-0.15830612
2.1411371,1.5888401,0.5200355
1.3830112,0.7896749,0.17207253
0.94152385,0.627042,0.14621943
1.2227504,0.79852015,-0.78434724
0.3480406,0.15162022,-0.070911676
0.6408603,0.31060642,-0.27740592
0.4578713,0.18428677,-0.119455725
2.7747445,1.8207945,-4.1422086
0.38457093,0.16045001,0.13571003
2.7106159,1.7296667,-2.0752673
0.8928361,0.43373063,0.13784242
0.5570026,0.2905523,-0.42923486
1.0306143,0.46001753,-0.45012128
0.68740493,0.33152345,-0.066931605
0.95262027,0.50582314,-0.023250222
1.4037971,0.8880838,-0.91067326
0.47319925,0.19117895,0.07642397
1.5326265,0.95032984,-0.84015274
0.55899704,0.31335092,-0.2338936
0.58061343,0.34574705,-0.08957872
0.4089094,0.26946902,-0.22555625
0.55551624,0.2904182,-0.53149194
0.65035796,0.2841516,-0.03516227
0.47851196,0.20449097,0.024527699
1.2075033,0.5895122,0.034911275
0.770238,0.3626276,-0.20556617
0.36839962,0.13440071,-0.183173
0.3902063,0.17155996,-0.21537647
1.0352769,0.5372289,-0.34113353
0.78455627,0.4592915,-0.37785542
0.93847126,0.3806786,-0.38432348
0.98455167,0.42698282,-0.31355256
0.29538846,0.17177463,0.00032654405
0.7416995,0.2691564,-0.2126447
0.64755476,0.3711307,-0.2101548
1.8339614,0.7887513,-0.44363177
0.5380223,0.26073733,-0.10498899
0.61579996,0.23886833,-0.11323011
2.1084309,1.1345342,-0.18957782
1.2073755,0.7659245,-1.0392902
0.53090477,0.31354246,-0.028342187
1.424009,0.76882386,-0.26889938
0.582278,0.33816296,0.058027864
1.6086215,0.72726715,-0.21798813
0.55475426,0.47423953,-0.45325702
0.4144996,0.21279764,0.14242792
0.43370086,0.37255907,-0.11883199
0.9431018,0.7699492,0.14660561
0.63684833,0.2978997,-0.25826508
0.7223894,0.33711267,-0.57979745
0.71497756,0.40996367,-0.08014512
0.5504925,0.27071634,0.042127073
1.2886508,0.706153,-0.15448594
0.7148449,0.3625667,-0.32945293
0.28333497,0.11728736,0.029436022
0.4619872,0.19958098,-0.1795727
0.52012587,0.30974445,-0.031494617
1.6217049,1.0635909,-1.2496176
0.4565921,0.18141533,0.1230945
0.61390007,0.31561702,0.09657669
0.7723868,0.5150107,-0.25449046
0.70822763,0.44720283,-0.5197372
0.89089435,0.43108892,-0.32432675
0.32272482,0.17176723,0.065862775
1.3890806,0.79393613,-0.98994666
1.9434924,1.030802,0.83280337
0.9263616,0.48057497,-0.18353546
0.7287333,0.35968825,-0.3385517
0.956139,0.41174394,-0.6446736
0.7118525,0.2973129,0.017413199
0.41135862,0.20323774,0.112793714
0.59112734,0.3714527,-0.29183716
0.2866622,0.13343279,0.055728287
0.47265106,0.29664287,-0.0795607
0.9431594,0.45787755,-0.17935401
1.2847486,0.86774373,-0.48005387
0.66030306,0.32133535,0.0084524155
0.414523,0.23536645,-0.08483407
0.6582254,0.34390596,0.16707814
0.4827443,0.21568973,-0.35310847
0.9309711,0.5013208,-0.08829522
0.4985836,0.21138191,0.016593635
0.8407791,0.4806193,0.24028814
0.44922647,0.22538331,0.02087155
0.73771894,0.386798,-0.29596633
0.6671974,0.31553495,0.578131
0.5830069,0.22866936,0.25818735
0.6033708,0.2355914,-0.096318185
1.2160681,0.5376609,-0.63368
0.5045922,0.24535729,-0.010730207
0.77613854,0.359738,0.09805024
0.35906568,0.15403107,0.1796696
0.5738245,0.23953363,-0.095920086
0.93444204,0.5377537,-0.56271166
1.0225372,0.36468238,-0.58095497
0.55597556,0.316003,0.19074124
0.657105,0.36179516,-0.0813995
1.0559406,0.7770506,-0.47201955
1.2777019,0.7051329,-0.053399086
1.1259575,0.5671544,-0.18515933
0.81110495,0.33793077,0.04883957
2.171098,1.1446878,-0.004741907
0.498167,0.24123546,-0.19051301
0.9130779,0.59434164,-0.3846144
0.78050315,0.27630314,-0.11045802
1.2865716,0.73593277,-0.93069303
1.1280576,0.7197257,-1.6757617
0.62698305,0.27798465,-0.009100735
0.801855,0.42059594,-0.2954563
0.402931,0.18933637,-0.014646053
0.9082561,0.40173876,-0.04091239
0.6960574,0.3940083,-0.72842866
0.5559391,0.2314661,0.08724654
1.1139851,0.47022206,-0.26904774
0.7677712,0.45173666,-0.53648204
0.5309859,0.30273604,-0.12986594
1.0124305,0.51460445,-0.3093214
0.7372037,0.29617846,0.08426285
0.45415366,0.1777609,-0.123340786
1.0756454,1.01002,0.2832852
0.70793027,0.287164,-0.10949606
1.038154,0.53613687,-0.30302012
0.46603975,0.26094466,-0.18714094
0.2763447,0.14250483,-0.17780513
0.36829433,0.18451187,-0.042144686
1.7661564,1.0029825,0.7889923
0.42319876,0.16795155,0.035492122
0.7277388,0.42101693,-0.08645439
0.46163392,0.1702206,0.1734904
0.57037455,0.22768547,0.30049136
1.0334351,0.60749775,-0.19336718
0.72556114,0.38213778,-0.25839353
0.392795,0.13017224,-0.091371536
0.7506364,0.40843263,-0.29627723
0.45594832,0.25583938,0.07310808
1.6013216,1.0277241,-0.6167053
0.50745577,0.2581325,0.22413847
1.4273388,0.8166731,0.4118696
1.3233639,0.9162813,0.097153544
0.50308305,0.27580193,0.12307668
0.34241873,0.14415276,0.054069906
1.8615708,0.9562027,-0.7334057
0.47410002,0.247031,-0.29915002
0.57260185,0.27871802,0.11256057
0.7826526,0.35633364,0.096893966
0.637608,0.29774442,0.024155796
0.3968574,0.18401605,0.120046735
0.62852913,0.2892147,-0.14488196
0.6119373,0.35279185,-0.045902073
0.67949235,0.48981956,0.07499033
1.225536,0.6499504,-0.14726233
0.6074104,0.3462827,0.038523316
1.2638378,0.5295973,-0.097399
0.80416656,0.36341655,0.25149834
0.75246143,0.33341232,0.13034475
0.61217296,0.32030332,0.20216459
1.3781036,0.673661,0.6348791
0.44868684,0.18391547,-0.21259502
0.6635456,0.27583554,-0.21245146
1.1867967,0.61725956,-0.19403136
0.6106433,0.25319877,0.06808442
0.5143535,0.21303312,0.036683142
0.64324605,0.34464163,-0.30768037
0.86540276,0.4364114,0.22055817
0.48264357,0.1916575,-0.088314235
0.68460697,0.32109264,0.056806564
0.51048857,0.23828532,-0.017599195
0.79438967,0.35484597,-0.228441
0.40813538,0.21423419,-0.26640558
0.5663557,0.32458985,-0.25452477
0.5114621,0.26584062,0.110895425
1.0355461,0.4862794,-0.35285556
0.76758313,0.6016242,-0.47120625
0.46164596,0.19794637,0.08712816
0.57050526,0.3233538,-0.28684944
0.50546783,0.19932316,0.124451965
1.9501297,1.1194493,0.836236
0.2994538,0.18016963,-0.029758811
0.73443913,0.3845609,0.05079484
0.30898142,0.1387924,0.12057945
0.4139478,0.20984842,0.00018754601
0.8520196,0.3247818,-0.30901808
0.5717586,0.25676492,0.2548886
0.37944978,0.18566868,-0.02689144
0.68114316,0.3996279,-0.04795122
0.501713,0.22043422,0.19155961
1.1270262,1.1211683,0.030011773
0.5416698,0.39645454,0.026384115
0.6358358,0.33672243,0.428864
2.4774535,1.4685782,-0.55913067
0.7293858,0.43136162,-0.31155056
1.2271649,0.590119,-0.5507147
0.8063058,0.3665921,0.30473107
0.5717074,0.23187013,0.028418422
0.49603856,0.25926712,0.0847238
